Best Full Bound,Test Error,Train Error,Norm Squared U,Norm Squared V,Number Parameters,Best Prior Bound,Best Prior Sigma U,Best Prior Sigma V,Stochastic Bnd Loss,Stochastic Test Loss,Beta,Step Size,Layer Width,Batch Size,Momentum,CE Stopping Value,Prior Examples,Dataset,Train Size,Model Type,Sigma 2 Grid,Sigma 1 Grid,Init Key,KL Extra
1.353439,0.14140004,0.111800015,125.27202,77.34338,635200,1.1306496,0.0,0.08,0.41141665,0.42369998,5.0,0.1,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.4664857,0.14160001,0.11256665,120.28877,77.53948,1270400,1.275403,0.0,0.07,0.45654166,0.46589997,5.0,0.1,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.1294739,0.13010001,0.107899964,154.50333,123.424126,39700,0.8761866,0.0,0.1,0.325625,0.3392,5.0,0.03,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.1496868,0.13140005,0.11048335,137.27542,98.123375,79400,0.8768736,0.0,0.1,0.33458334,0.35189998,5.0,0.03,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.1956859,0.12940001,0.10891664,120.214935,89.18694,158800,0.9347813,0.0,0.1,0.36020833,0.37559998,5.0,0.03,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.2419047,0.13390005,0.10868335,96.84674,71.60152,317600,0.986517,0.0,0.08,0.3815,0.3949,5.0,0.03,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.2897805,0.1322,0.109099984,72.795845,49.83286,635200,1.0525558,0.0,0.07,0.41691667,0.4163,5.0,0.03,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.362878,0.13600004,0.110616684,55.16159,36.717888,1270400,1.1718181,0.0,0.06,0.47316667,0.48049998,5.0,0.03,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.1286529,0.1293,0.10773331,153.07187,122.88926,39700,0.87295,0.0,0.1,0.32558334,0.34309998,5.0,0.01,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.1463788,0.13130003,0.11048335,135.75256,97.49485,79400,0.87470007,0.0,0.1,0.33566666,0.3484,5.0,0.01,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.1942136,0.12890005,0.10944998,118.14806,88.18486,158800,0.93277884,0.0,0.1,0.36570832,0.3788,5.0,0.01,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.2406846,0.1336,0.10868335,95.19521,70.742584,317600,0.9842779,0.0,0.08,0.3815,0.3936,5.0,0.01,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.2863271,0.13380003,0.10961664,69.99644,48.214504,635200,1.0503635,0.0,0.07,0.41262498,0.4292,5.0,0.01,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.3559061,0.13640004,0.11051667,51.138023,34.36359,1270400,1.16562,0.0,0.06,0.474875,0.47869998,5.0,0.01,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",2,64000
1.1159986,0.13680005,0.11176664,151.17355,117.60026,39700,0.84941405,0.0,0.1,0.32470834,0.33409998,5.0,0.1,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1610894,0.13120002,0.10734999,145.13174,107.97896,79400,0.8923268,0.0,0.09,0.33287498,0.3455,5.0,0.1,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1988995,0.13020003,0.1092,127.93158,88.5607,158800,0.92888457,0.0,0.08,0.35008332,0.3549,5.0,0.1,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.2518984,0.13710004,0.11111665,112.84507,76.10147,317600,1.0046185,0.0,0.08,0.37375,0.3867,5.0,0.1,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.33283,0.14060003,0.114549994,112.43727,69.20741,635200,1.119292,0.0,0.07,0.40145832,0.4089,5.0,0.1,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.4809474,0.1437,0.110616684,134.01805,81.3169,1270400,1.3037615,0.0,0.09,0.49125,0.4974,5.0,0.1,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1108501,0.13700002,0.11234999,145.09003,115.0947,39700,0.8495816,0.0,0.12,0.32958332,0.3405,5.0,0.03,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1602813,0.1311,0.1083833,137.31659,104.65263,79400,0.89071804,0.0,0.09,0.34149998,0.3434,5.0,0.03,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1953341,0.13020003,0.109099984,120.61835,85.58819,158800,0.9227518,0.0,0.09,0.35404167,0.3721,5.0,0.03,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.234083,0.13420004,0.110249996,93.93128,66.56687,317600,0.9834296,0.0,0.08,0.37954167,0.3884,5.0,0.03,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.2772604,0.13500005,0.11138332,69.19607,47.423557,635200,1.0543226,0.0,0.07,0.41795832,0.42409998,5.0,0.03,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.3722076,0.13530004,0.10821664,60.123142,38.35382,1270400,1.191025,0.0,0.07,0.484125,0.4863,5.0,0.03,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1092353,0.13600004,0.112683296,143.2217,114.17143,39700,0.84409636,0.0,0.09,0.32491666,0.3383,5.0,0.01,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1541818,0.13060004,0.10863334,135.35355,103.72382,79400,0.8903952,0.0,0.09,0.33679166,0.3487,5.0,0.01,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1937618,0.13100004,0.109066665,118.81893,84.74498,158800,0.92410594,0.0,0.09,0.35725,0.3724,5.0,0.01,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.2266622,0.13460004,0.110583305,91.72243,65.34962,317600,0.984687,0.0,0.07,0.37270832,0.3795,5.0,0.01,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.2739407,0.13480002,0.111516654,66.9578,46.1685,635200,1.0518421,0.0,0.07,0.41625,0.4271,5.0,0.01,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.3638675,0.13560003,0.10775,55.187965,35.56571,1270400,1.1760741,0.0,0.06,0.47125,0.4721,5.0,0.01,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",3,64000
1.1253464,0.13270003,0.10833335,161.8372,125.45591,39700,0.87058985,0.0,0.11,0.32508332,0.33359998,5.0,0.1,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1625049,0.1315,0.10834998,147.78748,107.546745,79400,0.8972238,0.0,0.12,0.34425,0.3551,5.0,0.1,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1834027,0.13450003,0.11044997,120.892204,85.671974,158800,0.9153497,0.0,0.08,0.34783334,0.3572,5.0,0.1,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.2256255,0.13500005,0.11286664,99.49159,68.38961,317600,0.9858603,0.0,0.09,0.38179165,0.3947,5.0,0.1,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.3656315,0.13960004,0.11081666,131.10306,80.5562,635200,1.1505476,0.0,0.08,0.416125,0.4283,5.0,0.1,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.4603939,0.1437,0.11168331,119.269066,75.42933,1270400,1.2710526,0.0,0.08,0.475375,0.4881,5.0,0.1,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1234851,0.13130003,0.10866666,155.81697,123.32428,39700,0.8687342,0.0,0.11,0.3225,0.3364,5.0,0.03,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1616724,0.13069999,0.108183324,140.82123,104.95664,79400,0.895527,0.0,0.12,0.35504165,0.3567,5.0,0.03,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1772966,0.13260001,0.11096668,112.5419,81.872284,158800,0.9141796,0.0,0.1,0.36033332,0.37109998,5.0,0.03,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.2084963,0.13190001,0.112416685,84.05922,60.499664,317600,0.96749246,0.0,0.08,0.38483334,0.3839,5.0,0.03,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.3023056,0.13170004,0.10729998,80.98486,55.0704,635200,1.0842391,0.0,0.08,0.425125,0.4463,5.0,0.03,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.3567632,0.13530004,0.11063331,54.652283,35.567745,1270400,1.1660194,0.0,0.06,0.46895832,0.472,5.0,0.03,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1234088,0.1311,0.108766675,154.60828,122.970924,39700,0.8701027,0.0,0.11,0.330375,0.3448,5.0,0.01,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1575607,0.12960005,0.10804999,138.83008,104.07276,79400,0.89449656,0.0,0.12,0.34575,0.36569998,5.0,0.01,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1786001,0.1329,0.111183345,110.898026,81.0868,158800,0.91242886,0.0,0.1,0.35720834,0.36929998,5.0,0.01,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.2064443,0.13320005,0.11215001,82.25962,59.53369,317600,0.9644786,0.0,0.08,0.380125,0.38979998,5.0,0.01,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.2970401,0.1318,0.107866645,77.78198,53.22991,635200,1.081102,0.0,0.06,0.40608332,0.4202,5.0,0.01,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.3502711,0.13700002,0.10986668,50.740982,33.329678,1270400,1.1615074,0.0,0.06,0.46825,0.48549998,5.0,0.01,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",4,64000
1.1281538,0.13190001,0.10911667,156.30711,116.72763,39700,0.8782532,0.0,0.13,0.33554167,0.3459,5.0,0.1,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.1436949,0.1336,0.11065,139.18149,99.77033,79400,0.87795067,0.0,0.1,0.3315,0.34919998,5.0,0.1,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.1843741,0.134,0.11023331,121.768654,85.048996,158800,0.91812027,0.0,0.09,0.348875,0.3628,5.0,0.1,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.2528319,0.13590002,0.111216664,116.19513,74.64669,317600,1.0127765,0.0,0.09,0.38583332,0.399,5.0,0.1,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.3532723,0.14110005,0.1135,121.499146,77.452324,635200,1.1348403,0.0,0.07,0.40016666,0.4165,5.0,0.1,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.458523,0.14390004,0.113616645,116.0393,73.51193,1270400,1.2734182,0.0,0.06,0.44175,0.4561,5.0,0.1,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.1245048,0.13340002,0.11009997,148.77489,113.75103,39700,0.8749656,0.0,0.13,0.33658332,0.3459,5.0,0.03,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.1409607,0.13230002,0.11129999,132.75327,97.245544,79400,0.875005,0.0,0.1,0.33758333,0.35439998,5.0,0.03,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.1784208,0.13300002,0.11054999,113.01375,81.20353,158800,0.9140622,0.0,0.09,0.357,0.3741,5.0,0.03,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.2321397,0.13260001,0.11008334,96.11755,64.89695,317600,1.0047631,0.0,0.1,0.396875,0.4165,5.0,0.03,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.2859085,0.13420004,0.110300004,73.42625,50.92996,635200,1.0590851,0.0,0.07,0.411375,0.4283,5.0,0.03,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.3638666,0.1358,0.110316634,55.27641,35.71614,1270400,1.1788588,0.0,0.05,0.45983332,0.4561,5.0,0.03,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.1237115,0.13320005,0.11014998,146.90651,112.96461,39700,0.8725099,0.0,0.13,0.33370832,0.3428,5.0,0.01,50,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.1399392,0.1329,0.11103332,131.24416,96.62846,79400,0.87378484,0.0,0.1,0.33825,0.35169998,5.0,0.01,100,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.176411,0.13280004,0.11105001,111.086494,80.2728,158800,0.91359174,0.0,0.09,0.35745832,0.3728,5.0,0.01,200,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.229224,0.13320005,0.110300004,93.85547,63.731224,317600,1.0002981,0.0,0.1,0.39616665,0.4122,5.0,0.01,400,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.2812582,0.13490003,0.11008334,70.69531,49.31485,635200,1.0557146,0.0,0.06,0.40308332,0.4114,5.0,0.01,800,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
1.3576301,0.13520002,0.111199975,51.264183,33.425438,1270400,1.1677759,0.0,0.05,0.457,0.4692,5.0,0.01,1600,1000,0.0,0.3,36000,fashion,60000,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",5,64000
0.7477766,0.038100004,0.034666657,125.70621,89.71998,39700,0.3352813,0.09,0.06,0.081,0.0888,5.0,0.1,50,1000,0.0,0.1,36000,mnist,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",1,1024000
0.748242,0.038100004,0.033783317,124.29355,77.79702,79400,0.3292702,0.08,0.06,0.07508333,0.0793,5.0,0.1,100,1000,0.0,0.1,36000,mnist,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",1,1024000
0.7297039,0.039300025,0.034833312,100.84923,65.39824,158800,0.32118767,0.07,0.07,0.08008333,0.0793,5.0,0.1,200,1000,0.0,0.1,36000,mnist,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",1,1024000
0.7544007,0.037800014,0.030516684,103.28931,61.64498,317600,0.3320725,0.07,0.06,0.074208334,0.0777,5.0,0.1,400,1000,0.0,0.1,36000,mnist,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",1,1024000
