Best Full Bound,Test Error,Train Error,Norm Squared U,Norm Squared V,Number Parameters,Best Prior Bound,Best Prior Sigma U,Best Prior Sigma V,Stochastic Bnd Loss,Stochastic Test Loss,Beta,Step Size,Layer Width,Batch Size,Momentum,CE Stopping Value,Prior Examples,Dataset,Model Type,Sigma 2 Grid,Sigma 1 Grid,Init Key,KL Extra
1.0405447,0.14700001,0.12825,206.40851,94.67281,39700,0.79674554,0.0,0.08,0.25775,0.2678,5.0,0.1,50,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.0310642,0.15580004,0.13564998,155.02403,68.02814,79400,0.779744,0.0,0.09,0.28024998,0.2874,5.0,0.1,100,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.1584978,0.15360004,0.13344997,221.70012,85.80116,158800,0.892056,0.0,0.08,0.28254166,0.3023,5.0,0.1,200,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.2371942,0.14590001,0.12704998,229.32584,93.1282,317600,0.96940553,0.0,0.09,0.31279168,0.3302,5.0,0.1,400,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.3146137,0.15960002,0.13961667,178.06409,95.28168,635200,1.0490265,0.0,0.07,0.32979167,0.3437,5.0,0.1,800,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.5134808,0.16250002,0.14138335,214.78638,156.46387,1270400,1.2033067,0.0,0.07,0.375,0.3913,5.0,0.1,1600,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.0146314,0.14590001,0.12676668,103.67128,76.44894,39700,0.76111025,0.0,0.1,0.30520833,0.31649998,5.0,0.03,50,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.010909,0.153,0.13363332,84.71226,56.952133,79400,0.75504714,0.0,0.08,0.30904165,0.3198,5.0,0.03,100,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.0476369,0.1548,0.1372,76.23487,49.370956,158800,0.7901128,0.0,0.07,0.30870834,0.3241,5.0,0.03,200,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.1331327,0.14890003,0.13204998,84.03158,52.35972,317600,0.89067763,0.0,0.09,0.35549998,0.35599998,5.0,0.03,400,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
1.2199906,0.15100002,0.12884998,76.923294,47.985424,635200,0.99195063,0.0,0.07,0.37729165,0.3746,5.0,0.03,800,200,0.9,0.3,36000,fashion,SHEL,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.0,)",8,64000
