Best Full Bound,Test Error,Train Error,Norm Squared U,Norm Squared V,Number Parameters,Best Prior Bound,Best Prior Sigma U,Best Prior Sigma V,Stochastic Bnd Loss,Stochastic Test Loss,Beta,Step Size,Layer Width,Batch Size,Momentum,CE Stopping Value,Prior Examples,Dataset,Train Size,Model Type,Sigma 2 Grid,Sigma 1 Grid,Init Key,KL Extra
1.5022589,0.17320001,0.12559998,47.05419,35.047817,158800,1.0698142,0.12,0.08,0.26566666,0.3038,5.0,0.01,200,200,0.9,0.3,4500,fashion,7500,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",6,1024000
0.98979187,0.14460003,0.13015002,74.75183,48.48078,158800,0.6108461,0.07,0.05,0.20004167,0.21149999,5.0,0.01,200,200,0.9,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",7,1024000
1.285255,0.13950002,0.11126667,114.9098,73.61435,158800,0.8977758,0.1,0.08,0.23108333,0.252,5.0,0.01,200,200,0.9,0.3,18000,fashion,30000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",7,1024000
1.6164236,0.14520001,0.083933294,159.81674,104.4672,158800,1.3540053,0.13,0.1,0.28083333,0.3046,5.0,0.01,200,200,0.9,0.3,9000,fashion,15000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",7,1024000
1.4950869,0.16790003,0.12919998,44.226788,30.922115,158800,1.035824,0.11,0.08,0.24833333,0.29459998,5.0,0.01,200,200,0.9,0.3,4500,fashion,7500,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",7,1024000
0.9829286,0.14880002,0.1318,70.95683,47.98971,158800,0.60365814,0.07,0.05,0.19958334,0.21519999,5.0,0.01,200,200,0.9,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.2335062,0.14410001,0.11923331,94.19711,61.75437,158800,0.8393017,0.1,0.08,0.235,0.25759998,5.0,0.01,200,200,0.9,0.3,18000,fashion,30000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.6049908,0.14720005,0.0897333,155.32892,101.318306,158800,1.3353766,0.15,0.1,0.308,0.3299,5.0,0.01,200,200,0.9,0.3,9000,fashion,15000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
1.4844983,0.16980004,0.13080001,43.22747,31.437122,158800,1.03729,0.12,0.09,0.27866668,0.3017,5.0,0.01,200,200,0.9,0.3,4500,fashion,7500,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",8,1024000
0.97948813,0.14790004,0.13166666,70.01468,49.202477,158800,0.59919,0.07,0.06,0.20395833,0.21679999,5.0,0.01,200,200,0.9,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.2346517,0.14360005,0.11913335,94.49476,64.63605,158800,0.83999836,0.1,0.08,0.23583333,0.2548,5.0,0.01,200,200,0.9,0.3,18000,fashion,30000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.5971924,0.14470005,0.08886665,149.92155,100.54714,158800,1.3182257,0.14,0.14,0.31316668,0.3384,5.0,0.01,200,200,0.9,0.3,9000,fashion,15000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.4704051,0.17120004,0.13346666,40.85532,30.775148,158800,1.0124398,0.11,0.09,0.25599998,0.29819998,5.0,0.01,200,200,0.9,0.3,4500,fashion,7500,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",9,1024000
1.0008595,0.14500004,0.12758332,79.07537,53.12743,158800,0.6206799,0.07,0.06,0.20191666,0.21959999,5.0,0.01,200,200,0.9,0.3,36000,fashion,60000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",10,1024000
1.225649,0.14460003,0.12040001,89.99433,60.36395,158800,0.8204056,0.1,0.09,0.243,0.2601,5.0,0.01,200,200,0.9,0.3,18000,fashion,30000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",10,1024000
1.6100113,0.14460003,0.08626664,156.81891,104.23846,158800,1.3298165,0.14,0.12,0.308,0.33069998,5.0,0.01,200,200,0.9,0.3,9000,fashion,15000,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",10,1024000
1.4930526,0.16720003,0.12799996,46.266,32.774727,158800,1.0410438,0.12,0.09,0.27899998,0.3078,5.0,0.01,200,200,0.9,0.3,4500,fashion,7500,GELU,"(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)","(0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2)",10,1024000
